Category,Sub Category,Question,answer A,Answer B,Answer C,Answer D,correct answer,Difficulty,Last used,Frequency,Reg  or TT
Q&A,,The period of time of an animal or plant spending the winter in a dormant state?,,,,,hibernation,,5/17/2016,1,Reg
Q&A,,The Lockhead D-21 with no pilot and designed to self-destruct was a1960’s example of this type of plane now in the news?,,,,,drone,,5/19/2016,1,Reg
Q&A,,Who hosts or hosted the American cooking competition show Hell’s kitchen?,,,,,Gordon Ramsay,,5/24/2016,1,Reg
Q&A,,Whose band was the Tijuana Brass?,,,,,Herb Alpert,,5/24/2016,1,Reg
Q&A,,What swimming stroke is named after an insect?,,,,,butterfly,,5/25/2016,1,Reg
Q&A,,Slang to talk noisily or stupidly; jabber?,,,,,yap,,2/28/2022,1,Reg
Q&A,,"Triskaidekaphobia is the term for the fear of which number? 8, 13 or 33?",,,,,13,,1/9/2018,2,Reg
Q&A,,In which country did the Ming Dynasty take place?,,,,,China,,1/9/2018,2,Reg
Q&A,,Domenico And Stefano are the first names of which design duo?,,,,,Dolce and Gabbana?,,2/28/2022c,2,Reg
Q&A,,Which lake shares its name with a U.S. state and borders Wisconsin?,,,,,Lake Michigan,,1/9/2018,2,Reg
Q&A,,What prestigious award was established by a Swedish scientist and inventor of dynamite?,,,,,Nobel Prize,,2/28/2022c,2,Reg
Q&A,,How many Zodiac signs are there?,,,,,12,,1/2/2019,1,Reg
Q&A,,"As of 2011, was what the PGA record for the high score on Par -4 ? 13, 10, 16.",,,,,16 by Kevin Na,,1/2/2019,1,Reg
Q&A,,What party game involves changing the number of seats after each round.,,,,,Musical Chairs,,1/2/2019,1,Reg
Q&A,,Lockjaw is another name for which disease?,,,,,Tetanus,,1/2/2019,1,Reg
Q&A,,What word describes a person with no skin pigment?,,,,,Albino,,1/3/2019,1,Reg
Q&A,,Who was the first US president born in a hospital?,,,,,Jimmy Carter,,4/26/2022c,1,Reg
Q&A,,Which state is the smallest state in the US?,,,,,Rhode Island,,1/3/2019,1,Reg
Q&A,,What four US presidents are on Mount Rushmore?,,,,,"Washington, Jefferson, Roosevelt, Lincoln",,1/3/2019,1,Reg
Q&A,,What country supplies three quarters of the world’s maple syrup?,,,,,Canada,,1/7/2019,1,Reg
Q&A,,What children’s toy allows them to build whatever they want but is known for being stepped on?,,,,,Legos,,1/7/2019,1,Reg
Q&A,,The man with the yellow hat is in what famous children's show?,,,,,Curious George,,1/8/2019,1,Reg
Q&A,,"What animal can zoos rent from China for $1,500 a day?",,,,,Panda,,1/8/2019,1,Reg
Q&A,,What gas company is responsible for the largest accidental marine oil spill.,,,,,BP,,1/9/2019,1,Reg
Q&A,,What color are Zebras black stripes during the first 6 months of their life?,,,,,Brown,,1/9/2019,1,Reg
Q&A,,"In the song, twelve days of Christmas, how many days involve humans? No including the giver or receiver.",,,,,5,,1/10/2019,1,Reg
Q&A,,What University is home to the fighting Irish?,,,,,University of Notre Dame,,1/10/2019,1,Reg
Q&A,,,,,,,,,,,Reg
Q&A,,"Injuries have been reported due to people performing memes based on one of Netflix’s movies, they have asked people not to perform memes while they are what?",,,,,Blindfolded,,1/14/2019,1,Reg
Q&A,,Which company was purchased by E-Bay in 2002 to replace Billpoint as the online auction site's preferred payment method?,,,,,PayPal,,1/14/2019,1,Reg
Q&A,,How many times will Big Ben chime today?,,,,,Zero-Under renovation until 2021,,1/14/2019,1,Reg
Q&A,,"In 1976, this company was founded by “the two Steves”",,,,,Apple,,3/21/2022,1,Reg
Q&A,,"In color printing, what does CMYK stand for?",,,,,"Cyan, Magenta, Yellow, Key Black",,1/15/2019,1,Reg
Q&A,,"How old was Lady Diana when she married Prince Charles? 20, 23, 18?",,,,,20,,5/12/2022,1,Reg
Q&A,,What two letters are usually abbreviated for hugs and kisses,,,,,XO,,1/16/2019,1,Reg
Q&A,,How many Balloons did Nena have in the pop charts in 1984?,,,,,99,,1/17/2019,1,Reg
Q&A,,"In take me out to the ballgame, what two snacks are mentioned?",,,,,Peanuts and Cracker Jacks,,1/17/2019,1,Reg
Q&A,,What was the name of the case that legalized abortion in the US?,,,,,Roe vs. Wade,,1/17/2019,1,Reg
Q&A,,Columbia is the capital of what US state?,,,,,South Carolina,,3/21/2022,1,Reg
Q&A,,"In 2007, (2006 Football season) which quarterback was named the Super Bowl MVP? 1st and Last name.",,,,,"Peyton Manning
(Eli won the next year)",,1/21/2019,1,Reg
Q&A,,Samuel Langhorne Clemens is better known as who?,,,,,Mark Twain,,3/21/2022,1,Reg
Q&A,,People only remember what percentage of what they hear? 10% 30% or 50%,,,,,0.1,,1/23/2019,1,Reg
Q&A,,What annual White House event is restricted to kids aged 13 and under who are accompanied by an adult?,,,,,Easter Egg Roll,,03/14/2022,1,Reg
Q&A,,Where is the Volleyball Hall of Fame located? State?,,,,,(Holyoke) Massachusetts,,03/14/2022,1,Reg
Q&A,,What guitarist was the last act to perform at the original Woodstock in 1969?,,,,,Jimi Hendrix,,2/28/2022,1,Reg
Q&A,,What is in session when there is a light shining atop of Big Ben tower?,,,,,Parliament,,1/24/2019,1,Reg
Q&A,,What tea is usually used to make a London Fog latte?,,,,,Earl Grey,,03/14/2022,1,Reg
Q&A,,What is the most home runs hit by one player in a single game in MLB?,,,,,Four,,03/14/2022,1,Reg
Q&A,,What nation has a bill of rights for cows?,,,,,India,,03/14/2022,1,Reg
Q&A,,"What country holds the most Guinness World Records? U.S. Canada, or Mexico",,,,,United States,,2/28/2022,1,Reg
Q&A,,What 2 signers of the Declaration of Independence died on the same day?,,,,,Thomas Jefferson and John Adams,,8/1/2022,2,Reg
Q&A,,Who became famous in America after it was revealed that she had secretly recorded Monica Lewinsky talking about her relationship with Bill Clinton,,,,,Linda Tripp,,3/21/2022,1,Reg
Q&A,,Who died outside the Viper Room while fellow actor Johnny Depp was performing with his band?,,,,,River Phoenix,,3/21/2022,1,Reg
Q&A,,What animal has been called the poor man’s cow?,,,,,A goat,,3/12/2022,1,Reg
Q&A,,"Which racing competition in Norfolk U.K. also involves participants who also can be eaten? Clam-a-hon, Snail racing, or lobster derby?",,,,,Snail racing,,3/12/2022,1,Reg
Q&A,,Which US game show has aired the most seasons?,,,,,The Price is Right,,3/12/2022,1,Reg
Q&A,,In what city would you find the Sistine Chapel?,,,,,Vatican City,,1/31/2019,1,Reg
Q&A,,What Greek Goddess is associated with an owl?,,,,,Athena,,3/21/2022,1,Reg
Q&A,,What is another name for Buffalo?,,,,,Bison,,4/24/2022,1,Reg
Q&A,,What Star Trek movie is the earliest in time line?,,,,,Star Trek Enterprise,,2/4/2019,1,Reg
Q&A,,This 77-story Manhattan building with a stainless steel spire was inspired by art deco and machine forms?,,,,,"""Chrysler building""",,2/6/2019,1,Reg
Q&A,,What two items did Benjamin Franklin use to test his theory of electricity?,,,,,A key & a kite,,2/6/2019,1,Reg
Q&A,,What is it called when a basketball player lobs the ball up for his teammate to dunk?,,,,,Allley - oop,,2/6/2019,1,Reg
Q&A,,"What country has a policy where married couples can only have a certain amount of kids? Japan, or China?",,,,,China,,2/6/2019,1,Reg
Q&A,,What is babe ruths real name?,,,,,George Herman Ruth,,3/12/2022,1,Reg
Q&A,,What is Mark Wahlberg famous nickname?,,,,,Markymark,,2/6/2019,1,Reg
Q&A,,What food does Goldilocks eat in the in the story goldilocks and the three bears?,,,,,Porridge,,2/6/2019,1,Reg
Q&A,,What were the names of the twins on Beverly Hills 90210?,,,,,Brenda & Brandon,,4/24/2022,1,Reg
Q&A,,In 1998 what Oakland Athletic player broke the single season home run record previously set by Roger Maris?,,,,,Mark McGwire,,3/21/2022,1,Reg
Q&A,,"With over 35 million residents, what is the most populous city in the world?",,,,,Tokyo,,4/24/2022,1,Reg
Q&A,,What is the color of football goal posts?,,,,,Yellow,,4/24/2022,1,Reg
Q&A,,How many suitcases were used in” Deal or No Deal”,,,,,26,,3/31/2022,1,Reg
Q&A,,The world's finest emeralds come from what country whose other major (legal) export is coffee?,,,,,Colombia,,3/12/2022,1,Reg
Q&A,,What Caribbean nation joined Panama in 1906 as the first to bottle Coca-Cola outside the US?,,,,,Cuba,,3/12/2022,1,Reg
Q&A,,Which Bowl Game was featured in the 1st national radio broadcast in the US?,,,,,Rose Bowl,,2/28/2022,1,Reg
Q&A,,What is the core of a golf ball made of?,,,,,Rubber,,2/11/2019,1,Reg
Q&A,,"What do prisoners commonly craft from a cassette deck motor, pen body, and guitar wire?",,,,,Tattoo needle,,2/11/2019,1,Reg
Q&A,,What is a diamond in the illegal gem trade in Africa called?,,,,,Blood Diamond,,4/24/2022,1,Reg
Q&A,,What was Hitler’s title during the peak of his Nazi rule?,,,,,Fuhrer,,4/24/2022,1,Reg
Q&A,,"Where was gelato 1st made, be specific?",,,,,Italy (Florence),,4/24/2022,1,Reg
Q&A,,"Who painted, ‘Vitruvian Man’?",,,,,Leonardo DaVinci,,3/31/2022,1,Reg
Q&A,,What boat did Christopher Columbus sail on to get to America?,,,,,Santa Maria,,3/21/2022,1,Reg
Q&A,,How many boroughs in NY City?,,,,,5,,8/102022,2,Reg
Q&A,,"Russians have a strange tradition for men. They get together and prepare a bottle of vodka for every three men. Then they drink until this happens. A man blinks, a man dies, a man faints, or a man falls",,,,,A man falls,,2/13/2019,1,Reg
Q&A,,Which Disney Pixar film won Best Animated Film in 2018?,,,,,Coco,,3/21/2022,1,Reg
Q&A,,How many Super Bowls did Chuck Noll coach the Pittsburg Steelers to?,,,,,Four,,4/24/2022,1,Reg
Q&A,,Which ear did Vincent Van Gough cut off?,,,,,His Left,,4/24/2022,1,Reg
Q&A,,What 2-word phrase is commonly used for a home that constantly needs repairs?,,,,,Money Pit,,3/30/2022,1,Reg
Q&A,,Cupid is to the Romans as this is to the Greeks,,,,,Eros,,2/28/2022,1,Reg
Q&A,,This female singer/artist’s art works include a white rabbit seated at a red piano?,,,,,Grace Slick,,2/14/2019,1,Reg
Q&A,,"On Valentines Day in 1974, This couple vowed that love will keep them together answer",,,,,The Captain and Tennille,,3/30/2022,1,Reg
Q&A,,What is Philo T. Farnsworth credited with for inventing?,,,,,The Television,,3/30/2022,1,Reg
Q&A,,"What does Morpheus tell Neo to follow in ""The Matrix""?",,,,,The White Rabbit,,2/14/2019,1,Reg
Q&A,,The brown recluse spider is identifiable by a silhouette of what shape on its body?,,,,,Violin,,3/21/2022,1,Reg
Q&A,,Cider comes from what fruit?,,,,,Apple,,2/18/2019,1,Reg
Q&A,,The Yangtze river is in what country?,,,,,China,,3/30/2022,1,Reg
Q&A,,Colon (pronounced like men’s Cologne) is the official currency of what country?,,,,,Costa Rica,,3/31/2022,1,Reg
Q&A,,Aurum is the Latin name for gold?,,,,,Gold,,3/31/2022,1,Reg
Q&A,,The Washington D.C. march led by Louis Farrakhan in 1995 was known as what?,,,,,The Million Man March,,2/18/2019,1,Reg
Q&A,,What is a brioche?,,,,,Type of Bun (bread acceptable),,2/18/2019,1,Reg
Q&A,,Laurel leaves were worn on Romans head to symbolize what?,,,,,Victory,,2/18/2019,1,Reg
Q&A,,In Game of Thones; which Stark is known for warging?,,,,,Bran or Brandon,,2/19/2019,1,Reg
Q&A,,"Of the colors, red, green, blue, and yellow, which is not a primary color?",,,,,Green,,3/31/2022,1,Reg
Q&A,,What was Romeo's family name?,,,,,Montague,,3/30/2022,1,Reg
Q&A,,"Since 2015, Jack Dorsey is the CEO of what Social Networking Service?",,,,,Twitter,,3/12/2022,1,Reg
Q&A,,He is the only person to serve as both the chief justice of the United States and as the President?,,,,,William Howard Taft,,3/12/2022,1,Reg
Q&A,,How many moons does the closest planet to the sun have?,,,,,0,,3/12/2022,1,Reg
Q&A,,"The song, a whole new world is from what Disney movie?",,,,,Aladdin,,3/12/2022,1,Reg
Q&A,,Kevin Spacey played Francis Underwood in what Netflix original series?,,,,,House of Cards,,3/12/2022,1,Reg
Q&A,,What reality tv show judge & and singer was once married to Emilio Estevez?,,,,,Paula Abdul,,2/20/2019,1,Reg
Q&A,,Botany is the study of what?,,,,,Plants,,2/20/2019,1,Reg
Q&A,,What HBO series did “Law & Order’s “ Chris Noth appear in?,,,,,Sex and the City,,2/20/2019,1,Reg
Q&A,,"The teletubbie, Tiny Winky, has what shape on its head? Triangle, circle, or square?",,,,,Triangle,,2/20/2019,1,Reg
Q&A,,"Is the first day of spring on an Equinox, a Solstice, or a Praeteral?",,,,,Equinox,,2/21/2019,1,Reg
Q&A,,Alicia Christian Foster is better known by which first name?,,,,,Jodie,,8/1/2022,2,Reg
Q&A,,A Bronx Tale (1993) was the directorial debut of which Hollywood star?,,,,,Robert De Niro,,3/30/2022,1,Reg
Q&A,,Thomas A. Smith's Electrical Rifle is known as what?,,,,,Taser,,2/21/2019,1,Reg
Q&A,,Any month that starts on a Sunday will have a Friday the 13th in it? True or false?,,,,,TRUE,,3/31/2022,1,Reg
Q&A,,What does a clap-o-meter measure?,,,,,"""applause or clapping volume""",,2/25/2019,1,Reg
Q&A,,Death Valley is the lowest point in which U.S. state ?,,,,,"""California""",,2/25/2019,1,Reg
Q&A,,What is the name of the condition that prevents blood clotting called?,,,,,"""Hemophilia""",,8/1/2022,2,Reg
Q&A,,"The capital of Costa Rica, San Jose in known for producing which commodity?",,,,,Coffee,,2/25/2019,1,Reg
Q&A,,To which city must Dorothy travel to find the wizard?,,,,,Emerald City,,3/30/2022,1,Reg
Q&A,,On which television show did we first see the Carlton Dance,,,,,Fresh Prince of Bel-Air,,12/4/2022,2,Reg
Q&A,,John Lennon was fatally shot in what city in 1980?,,,,,New York City,,12/4/2022,2,Reg
Q&A,,"What is the diameter of the Earth? 8,000 miles, 9,000 or 7,500?",,,,,"8,000 Miles",,12/4/2022,2,Reg
Q&A,,"According to the Bible, what was the name of the town which was the birthplace of Jesus Christ?",,,,,Bethlehem,,2/27/2019,2,Reg
Q&A,,"In Charlie and the Chocolate Factory, what is Charlie’s surname?",,,,,Bucket,,6/29/2022,2,Reg
Q&A,,"What does Shrek, Shameless, and a finance search engine have in common?",,,,,Fiona,,2/27/2019,1,Reg
Q&A,,What country did the Olympic Games originate from?,,,,,Greece,,2/27/2019,1,Reg
Q&A,,Corazon Aquino was the first woman to hold the position of President of what Southeast Asian country?,,,,,Philippines,,2/27/2019,1,Reg
Q&A,,What planet is named for the Roman god of the underworld?,,,,,Pluto,,2/27/2019,1,Reg
Q&A,,What type of Korean martial arts was added to the 2000 Sydney Olympics?,,,,,Tae Kwon Do,,2/27/2019,1,Reg
Q&A,,In this sport a long basket called a cesta is worn on one hand?,,,,,jai alai,,2/28/2019,1,Reg
Q&A,,"Also, a girl's name, it's also a burger without the bun?",,,,,Patty,,12/4/2022,2,Reg
Q&A,,"From the Latin for put in place of, it's the kind of teacher who may get a hard time from your class",,,,,substitute,,7/14/2022,2,Reg
Q&A,,A thin sheet of fine wood applied over cheaper material for decoration?,,,,,veneer,,3/30/2022,1,Reg
Q&A,,This fictional character lives in a tree that has the name Sanders above the door in gold letters?,,,,,Winnie the pooh,,12/4/2022,2,Reg
Q&A,,"Built in the 15th century and set high in the Andes mountains, in what country would you find the Incan Citadel Machu Picchu?",,,,,"""Peru""",,3/30/2022,1,Reg
Q&A,,Sometimes it's called essential oil therapy. What form of alternative medicine uses plant materials to promote health and well-being?,,,,,Aromatherapy,,3/3/2019,1,Reg
Q&A,,"Closing only after 3 days, one of Broadways greatest flops was based on which Stephen King Novel- Salem’s lot, The Shining, or Carrie?",,,,,Carrie,,3/31/2022,1,Reg
Q&A,,Vaseline is applied to a boxer’s face to prevent what?,,,,,Cuts,,3/3/2019,1,Reg
Q&A,,International Nurses Day occurs on May 12th to honor the birthdate of who?,,,,,Florence Nightingale,,3/30/2022,1,Reg
Q&A,,"Before becoming president, this man accepted Robert E. Lee’s surrender at Appomattox Court House",,,,,Grant,,7/14/2022,2,Reg
Q&A,,"Categorizing its different ratings, what natural events are measured by the Saffir-Simpson scale?",,,,,Hurricanes or tropical cyclones,,3/3/2019,1,Reg
Q&A,,What is the name of our galaxy?,,,,,The Milky Way,,3/3/2019,1,Reg
Q&A,,Who was Ronald Reagan’s Vice President,,,,,George H W Bush,,3/30/2022,1,Reg
Q&A,,Who was the 1st member of the Beatles to die?,,,,,John Lennon,,3/4/2019,1,Reg
Q&A,,"On May 17th, 2004 this eastern state became the first to issue marriage licenses to same-sex couples?",,,,,Massachusetts,,3/4/2019,1,Reg
Q&A,,The songs of Jefferson Airplane were in the air during this city's 1967 Summer of love?,,,,,San Francisco,,8/1/2022,2,Reg
Q&A,,What is Darth Vader’s original name?,,,,,Anakin Skywalker,,12/4/2022,2,Reg
Q&A,,"Which of these continental US states was the last to be admitted to the Union? Arizona, Washington, or Wyoming?",,,,,Arizona,,12/4/2022,2,Reg
Q&A,,Frigophobia is the fear of what?,,,,,being cold,,12/4/2022,2,Reg
Q&A,,What color is Barney the Dinosaur’s belly?,,,,,Green,,3/31/2022,1,Reg
Q&A,,"In 1967, who became the first professional quarterback to pass for over 4,000 yards in a season? In the 70’s he wore pantyhose.",,,,,Joe Namath,,7/14/2022,2,Reg
Q&A,,What name is given to the northeast part of China?,,,,,Manchuria,,3/5/2019,1,Reg
Q&A,,What metal is also known as quicksilver?,,,,,Mercury,,3/5/2019,1,Reg
Q&A,,"What does the ""J."" stand for in Michael J. Fox's name? James, Janice or Nothing?",,,,,Nothing,,3/5/2019,1,Reg
Q&A,,What is the name of the symbol above the #7 on a keyboard called?,,,,,ampersand,,7/14/2022c,2,Reg
Q&A,,"On March 4th, 2019 this Riverdale and Beverly Hills 90210 actor dies after being hospitalized from a stroke. He was 52 years old?",,,,,Luke Perry,,3/6/2019,1,Reg
Q&A,,In which city is Jim Morrison buried?,,,,,Paris,,3/6/2019,1,Reg
Q&A,,"In her younger years, the Statue of Liberty’s color was actually similar to the color of what; a canary, a penny, or a nickel?",,,,,Penny,,3/6/2019,1,Reg
Q&A,,What century was Leonardo Da Vinci born in?,,,,,15th (1452),,3/7/2019,1,Reg
Q&A,,Saga and Stichelton are what kind of food?,,,,,Cheese,,3/7/2019,1,Reg
Q&A,,"In photography, what does GIF stand for?",,,,,Graphics Interchange Format,,3/7/2019,1,Reg
Q&A,,What veteran golfer is nicknamed The Great White Shark?,,,,,Greg Norman,,8/1/2022,2,Reg
Q&A,,Who wrote the 1898 book “The War of the Worlds?,,,,,HG Wells,,3/7/2019,1,Reg
Q&A,,Who was elected the first President of the Soviet Union?,,,,,Mikhail Gorbachev,,3/7/2019,1,Reg
Q&A,,"Cam becomes Fizbo, the butt-kicking clown that’ll twist you like a balloon animal, on what ABC sitcom?",,,,,Modern Family,,3/7/2019,1,Reg
Q&A,,Kale freezes well and tastes sweeter and more flavorful after being exposed to a what?,,,,,A frost,,3/10/2019,1,Reg
Q&A,,Herbert Hoover and Richard Nixon both were members of which religious movement?,,,,,Both were Quakers,,3/10/2019,1,Reg
Q&A,,Who plays Captain Marvel in the 2019 film?,,,,,Brie Larson,,3/10/2019,1,Reg
Q&A,,What does beer have that ale does not?,,,,,Hops,,3/10/2019,1,Reg
Q&A,,"In 1997, Madeleine Albright becomes the first female what?",,,,,Secretary of State,,3/10/2019,1,Reg
Q&A,,What mythological river did ancient Greeks believe the dead had to cross?,,,,,Styx,,8/1/2022,2,Reg
Q&A,,Who spoke for the first time in a Bugs Bunny cartoon in 1951?,,,,,The Roadrunner,,3/10/2019,1,Reg
Q&A,,"What was the name of the monster hurricane that caused massive damage to the Bahamas, Florida, and Louisiana in 1992?",,,,,Andrew,,3/11/2019,1,Reg
Q&A,,"With 73 wins in a season, the Gold State Warriors broke what NBA’s team record?",,,,,Chicago Bulls,,3/11/2019,1,Reg
Q&A,,The Oakland raiders played against what team in Super Bowl II,,,,,Green Bay Packers,,3/11/2019,1,Reg
Q&A,,What circulating Atlantic Ocean current warms Western Europe?,,,,,Gulf stream,,3/11/2019,1,Reg
Q&A,,Which state is directly north of Arkansas?,,,,,Missouri,,8/1/2022,2,Reg
Q&A,,How many moons does Venus have?,,,,,Zero,,8/1/2022,2,Reg
Q&A,,"There is one constellation that is only visible during the winter months. Is this constellation a) Orion, b) milky way or c) cross?",,,,,A (Orion),,3/12/2019,1,Reg
Q&A,,"What international sporting event is frequently played at St. Andrews, Scotland?",,,,,British Open,,3/12/2019,1,Reg
Q&A,,"Born in New York in 1965, she scored her first film success playing a juvenile streetwalker in the film, ""Pretty Baby"" at the age of 13. Who is she?",,,,,Brook Shields,,12/26/2022,2,Reg
Q&A,,"The musical, Jersey Boys, tells the story of what singer and music group?",,,,,Frankie Valli and the Four Seasons,,12/26/2022,2,Reg
Q&A,,In what movie did Meryl Streep play the role of a famous chef?,,,,,Julie and Julia,,12/26/2022,2,Reg
Q&A,,What was the 1st name of the King during the French Revolution?,,,,,Louis (It was Louis the 16th (XVI),,12/26/2022,2,Reg
Q&A,,Who was the first person to sail around the world?,,,,,Magellan,,12/26/2022,2,Reg
Q&A,,In the Movie American Pie At whose house is the party at the beginning of the movie held?,,,,,Stiffler’s,,12/26/2022,2,Reg
Q&A,,"Addis Ababa is the capital of which nation? a) Kenya, b) Ethiopia or c) Chad?",,,,,b. Ethiopia,,12/26/2022,2,Reg
Q&A,,Who was King Arthur's wife?,,,,,Guinevere,,12/26/2022,2,Reg
Q&A,,Robert Ford is credited with shooting and killing this American outlaw?,,,,,Jesse James,,12/26/2022,2,Reg
Q&A,,What color are aircraft black boxes?,,,,,orange,,12/26/2022,2,Reg
Q&A,,In the nineties the postal service launched a program aptly named to do this to breast cancer?,,,,,stamp out,,3/13/2019,1,Reg
Q&A,,The age of a horse is commonly determined by examining which part of its body?,,,,,teeth,,3/13/2019,1,Reg
Q&A,,"What is the dot over a lower-case j and i called? A diddle, Tittle, or a Whittle",,,,,tittle,,3/13/2019,1,Reg
Q&A,,Many alternative rock musicians consider this Asian woman to be a foremother of alternative rock music. Who is she?,,,,,YOKO ONO,,3/13/2019,1,Reg
Q&A,,At least 8 people were killed at a school shooting on Wednesday in this South American Country? **need the date of the shooting**,,,,,Brazil,,3/14/2019,1,Reg
Q&A,,It makes perfect sense that the arena where the Washington Capitals play is named this?,,,,,Capitol one,,3/14/2019,1,Reg
Q&A,,"William H. Macy's birthday arrived Wednesday as his wife faces fraud charges, name her?",,,,,Felicity Huffman,,3/14/2019,1,Reg
Q&A,,Who played free spirit Polly opposite Ben Stiller in Along came Polly?,,,,,Jennifer Aniston,,3/14/2019,1,Reg
Q&A,,"What does leprechaun mean? A. Goblin, B. A Fairy or C. an Imp?",,,,,B. A Fairy,,3/18/2019,1,Reg
Q&A,,St. Patrick's Day is celebrated to commemorate which of the following events? A. The day St. Patrick was born B. The Day St. Patrick drove snakes out of Ireland C. The Day St. Patrick Died,,,,,C. The Day he Died,,3/18/2019,1,Reg
Q&A,,What was the name of the most handsome man in Beauty and the Beast.,,,,,Gaston,,3/18/2019,1,Reg
Q&A,,What is the correct name of the American Workers Union for Actors?,,,,,Screen actors guild,,3/18/2019,1,Reg
Q&A,,It is McDonalds alliterative named frozen treat?,,,,,Shamrock Shake,,3/18/2019,1,Reg
Q&A,,What is the Zodiac sign for a person born on May 5th?,,,,,Taurus,,3/18/2019,1,Reg
Q&A,,Who plays Olivia Pope on Scandal?,,,,,Kerry Washington,,3/19/2019,1,Reg
Q&A,,"“Union, Justice, and Confidence” is the official motto of what US state?",,,,,Louisiana,,3/19/2019,1,Reg
Q&A,,"In India, the word Chai is used for what drink?",,,,,Tea,,3/19/2019,1,Reg
Q&A,,What Greek God is the leader?,,,,,Zeus,,3/19/2019,1,Reg
Q&A,,The 100 years was fought during which 2 centuries?,,,,,14th &15th (1337-1453),,3/20/2019,1,Reg
Q&A,,"Which of the following gases readily combines with the hemoglobin of the blood? Carbon monoxide, Methane, or Nitrogen dioxide?",,,,,Carbon monoxide,,3/20/2019,1,Reg
Q&A,,"Le'veon (Levy on) Bell sat out a year, only to ink a mega-contract with this organization:",,,,,Jets,,3/20/2019,1,Reg
Q&A,,Anna Farris and Allison Janney star in what hit TV comedy,,,,,Moms,,3/20/2019,1,Reg
Q&A,,"In nursing, when charting your vital signs they are the TPR, what does TPR stand for?",,,,,"Temperature, pulse and respiration.",,3/20/2019,1,Reg
Q&A,,What is the world's largest living structure made by living organisms?,,,,,The Great Barrier Reef,,3/20/2019,1,Reg
Q&A,,"In this horror movie, once you watch a cursed videotape, you receive a phone call telling you that you will die in seven days.",,,,,The ring,,3/20/2019,1,Reg
Q&A,,"What do vodka, kahlua and milk (or cream) make?",,,,,White Russian,,3/20/2019,1,Reg
Q&A,,"In what decade does the new ""Captain Marvel"" movie take place",,,,,1990's,,3/21/2019,1,Reg
Q&A,,Name the four main human blood groups?,,,,,"A, B, AB and O",,3/21/2019,1,Reg
Q&A,,What is the easternmost capital in the United States?,,,,,"Augusta, Maine",,3/21/2019,1,Reg
Q&A,,It's the first letter of the alphabet that's not the 1st letter of a South American country?,,,,,D,,3/21/2019,1,Reg
Q&A,,The first thirteen people to win the Nobel prize for Literature were from this continent?,,,,,Europe,,9/19/2022,2,Reg
Q&A,,"In order to install air conditioning, Springfield, Illinois closed this landmark in the fall of 1986?",,,,,Lincoln's home,,3/21/2019,1,Reg
Q&A,,What was Fredrich Serturner the first to extract from opium and use as a pain reliever?,,,,,morphine,,3/21/2019,1,Reg
Q&A,,"Of the planets in our solar system, this one is last alphabetically?",,,,,Venus,,3/21/2019,1,Reg
Q&A,,In what American state would you find Denali’s National Park?,,,,,Alaska,,3/24/2019,1,Reg
Q&A,,"When Rachel Ray talks about EVOO, what is she referring to?",,,,,Extra Virgin Olive Oil,,3/24/2019,1,Reg
Q&A,,Who was the first U.S. president to appear on TV?,,,,,FDR,,9/19/2022,2,Reg
Q&A,,Down Easters is a nickname for people from what state?,,,,,Maine,,3/24/2019,1,Reg
Q&A,,Falling rotatable blocks disappear when complete rows are formed in this video game,,,,,Tetris,,3/24/2019,1,Reg
Q&A,,What is the sum of opposite sides of a die?,,,,,7,,3/25/2019,1,Reg
Q&A,,How many strikes in a row earns you a perfect game in regular 10-pin bowling,,,,,12,,3/25/2019,1,Reg
Q&A,,Who played the blind character in the movie scent of a woman,,,,,Al Pacino,,3/25/2019,1,Reg
Q&A,,What two states have the most national parks?,,,,,California and Alaska,,3/25/2019,1,Reg
Q&A,,What TV series begins with Bruce Wayne witnessing his parent’s death?,,,,,Gotham,,3/25/2019,1,Reg
Q&A,,In what body of water can one find the Dry Tortugas Islands?,,,,,Gulf of Mexico,,3/25/2019,1,Reg
Q&A,,The first episode of All In The Family aired in what decade?,,,,,1970’s,,3/26/2019,1,Reg
Q&A,,What film studio’s production logo features its name surrounded by spotlights?,,,,,20th Century Fox,,3/26/2019,1,Reg
Q&A,,"It's half of the globe, or half of the cerebrum",,,,,Hemisphere,,9/19/2022,2,Reg
Q&A,,"In the nursery rhyme Jack and Jill, what, specifically, did Jack break?",,,,,His “Crown”,,3/26/2019,1,Reg
Q&A,,The State fossil of California is this prehistoric feline.,,,,,Saber tooth Tiger,,3/26/2019,1,Reg
Q&A,,Charles Manson directed the murder of which famous actress in 1969?,,,,,Sharon Tate,,9/19/2022,2,Reg
Q&A,,"In the English language, what is the term for a word or phrase that means exactly or nearly the same as another word or phrase?",,,,,Synonym,,3/26/2019,1,Reg
Q&A,,Are there more active users on twitter or Instagram?,,,,,Twitter,,3/26/2019,1,Reg
Q&A,,What is a papoose?,,,,,a native American child,,3/27/2019,1,Reg
Q&A,,"What company coined the influential ad slogan, ""A diamond is forever?",,,,,Da Beers,,3/27/2019,1,Reg
Q&A,,what phenomenon is named for the French words for already seen?,,,,,Deja vu,,3/27/2019,1,Reg
Q&A,,This word can mean a vessel's national flag or the most junior rank of a commissioned officer in the U.S Navy?,,,,,Ensign (pronounced n-sin)Th,,3/27/2019,1,Reg
